Category,Product Group,Item Code,Item Name,OEMCode,HSNCode,Brand,Size,RSP,MRP,OSP,Vendor,CreateDate,LastModifiedDate,GST%,CESS
BOOKS,LITERATURE & FICTION,WP00115,FAULT IN OUR STARS-MOVIE TIE ED,"9780141355078,BBH00501",4901,IBD,VN0457,319,399,399,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00116,HEROSES OF OLYMPUS:THE BLOOD OF OLYMPUS,"9780141339252,BBH00503",4901,IBD,VN5853,440,550,550,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00117,GOLDEN LION,"9780008160531,BBH00504",4901,HARPERCOLLINS,VN1194,320,399,399,HARPERCOLLINS,18.Jan.22,5.Sep.22,0,0
BOOKS,BUSINESS & MANAGEMENT,WP00118,THE REAL LIFE MBA,"9780062362803,BBH00505",4901,WILCO INTERNATIONAL,GX6235,199,599,599,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,FICTION,WP19016,SINGLES:SIDNEY SHELDON'S CHASING TOMORROW,"9780007541980,BBH00506",4901,HARPERCOLLINS,VN10098,399,499,499,HARPERCOLLINS,6.Jul.22,5.Sep.22,0,0
BOOKS,LITERATURE & FICTION,WP00119,WILBUR SMITH:DESERT GOD,"9780007592920,BBH00507",4901,HARPERCOLLINS,VN1195,320,399,399,HARPERCOLLINS,18.Jan.22,5.Sep.22,0,0
BOOKS,CHILDREN: EDUCATION & LEARNING,WP00120,MARATHI ALPHABET WRITING PRACTICE,"9788178180830,BBH00508",4901,IMAGE,UNDEFINED,72,90,90,IMAGE,18.Jan.22,18.Jan.22,0,0
BOOKS,COOKERY,WP00121,JUST GREAT RECIPES:FILLED PASTA,"9789812751423,BBH00512",4901,IMAGE,UNDEFINED,120,150,150,IMAGE,18.Jan.22,18.Jan.22,0,0
BOOKS,COOKERY,WP00122,JUST GREAT RECIPES:GNOCCHI & POLENTA,"9789812751409,BBH00513",4901,IMAGE,UNDEFINED,120,150,150,IMAGE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: ACTIVITY BOOKS,WP00123,H:HINDI ESSAY MIDDLE SCHOOL,"9788178180458,BBH00516",4901,IMAGE,VN7601,152,190,190,IMAGE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: EDUCATION & LEARNING,WP00124,MODERN ESSAYS FOR HIGH SCHOOL,"9788120795358,BBH00517",4901,IMAGE,VN7932,152,190,190,IMAGE,18.Jan.22,18.Jan.22,0,0
BOOKS,NON-FICTION,WP00125,MILLS & BOONS SERIES,BBH00519,4901,ITG,UNDEFINED,120,150,150,ITG,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP19509,ROBIN SHARMA:WHO WILL CRY WHEN YOU DIE? (HINDI),"9788184951141,BBH00520",4901,JAICO,VN3779,179.1,199,199,JAICO,29.Jul.22,4.Aug.22,0,0
BOOKS,LITERATURE & FICTION,WP00126,THE THEORY OF EVERYTHING,"9788179925911,BBH00521",4901,JAICO,VN0585,160,199,199,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,PERSONAL DEVELOPMENT & SELF-HELP,WP00127,THE GREATNESS GUIDE,"8179925765,BBH00524",4901,JAICO,UNDEFINED,225,250,250,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,PERSONAL DEVELOPMENT & SELF-HELP,WP00128,LEADERSHIP WISDOM,"9788179922316,BBH00525",4901,JAICO,VN1138,240,299,299,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00129,THE LAWS OF SUCCESS (MARATHI),"9788184955200,BBH00527",4901,JAICO,UNDEFINED,158,175,175,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00130,H:THE SECRET LETTERS (HINDI),"9788184954197,BBH00528",4901,JAICO,VN3780,160,199,199,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,PERSONAL DEVELOPMENT & SELF-HELP,WP00131,ROBIN SHARMA:MASTERY MANUAL,"9788184954081,BBH00529",4901,JAICO,VN0411,200,250,250,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00132,H:FAMILY WISDOM (HINDI),"9788184953916,BBH00530",4901,JAICO,VN3781,179,199,199,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00133,H:THE GREATNESS GUIDE 2 (HINDI),"9788184953152,BBH00531",4901,JAICO,VN3782,179,199,199,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,PERSONAL DEVELOPMENT & SELF-HELP,WP00134,THE SECRET LETTERS,"9788184952926,BBH00532",4901,JAICO,VN1136,240,299,299,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00135,H:THE LEADER WHO HAD NO TITLE (HINDI),"9788184952124,BBH00533",4901,JAICO,VN3778,179,199,199,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,BUSINESS & MANAGEMENT,WP00136,CORPORATE CHANAKYA,"9788184951332,BBH00535",4901,JAICO,VN0103,260,325,325,JAICO,18.Jan.22,6.Sep.22,0,0
BOOKS,LITERATURE & FICTION,WP00137,THE GREATNESS GUIDE 2 (MARATHI),"9788184951233,BBH00536",4901,JAICO,UNDEFINED,158,175,175,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00138,H:THE GREATNESS GUIDE (HINDI),"9788184951134,BBH00537",4901,JAICO,VN3777,179,199,199,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,PERSONAL DEVELOPMENT & SELF-HELP,WP14805,WHO WILL CRY WHEN YOU DIE? (WITH CD),"9788184950625,BBH00539",4901,JAICO,UNDEFINED,269,299,299,JAICO,25.Apr.22,25.Apr.22,0,0
BOOKS,PERSONAL DEVELOPMENT & SELF-HELP,WP18114,The Greatness Guide 2,"9788179928141,BBH00541",4901,Jaico,VN1135,247,275,275,JAICO,16.May.22,16.May.22,0,0
BOOKS,PERSONAL DEVELOPMENT & SELF-HELP,WP14806,THE MONK WHO SOLD HIS FERRARI (WITH CD),"9788179927069,BBH00542",4901,JAICO,UNDEFINED,269,299,299,JAICO,25.Apr.22,25.Apr.22,0,0
BOOKS,LITERATURE & FICTION,WP00139,WHO WILL CRY WHEN YOU DIE? (MARATHI),"9788179926949,BBH00544",4901,JAICO,UNDEFINED,135,150,150,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,PERSONAL DEVELOPMENT & SELF-HELP,WP00140,ROBIN SHARMA:GREATNESS GUIDE,"9788179925768,BBH00545",4901,JAICO,VN0655,240,299,299,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,PERSONAL DEVELOPMENT & SELF-HELP,WP00141,ROBIN SHARMA:DISCOVER YOUR DESTINY,"9788179923276,BBH00546",4901,JAICO,VN0654,240,299,299,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,PERSONAL DEVELOPMENT & SELF-HELP,WP00142,ROBIN SHARMA:MEGALIVING,"9788172246143,BBH00547",4901,JAICO,VN1137,200,250,250,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00143,THE MONK WHO SOLD HIS FERRARI (MARATHI) SANYASI JYANE APLI,"8179925277,BBH00548",4901,JAICO,UNDEFINED,167,185,185,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00144,H:THE MONK WHO SOLD HIS FERRARI (HINDI) SANYASI JISNE APNI,"8179924947,BBH00549",4901,JAICO,UNDEFINED,179,199,199,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00145,M:THE ACCIDENTAL PRIME MINISTER - 2,"9788184985498,BBH00550",4901,MEHTA,VN2844,312,390,390,MEHTA,18.Jan.22,18.Jan.22,0,0
BOOKS,HISTORY,WP19459,SWAMI,"9788177666441,BBH00555",4901,MEHTA,VN10814,232,290,290,MEHTA,28.Jul.22,28.Jul.22,0,0
BOOKS,LITERATURE & FICTION,WP19455,KHEKADA,"9788177665505,BBH00557",4901,MEHTA,VN1702,117,130,130,SANSKAAR BOOK,28.Jul.22,12.Aug.22,0,0
BOOKS,LITERATURE & FICTION,WP00146,M:ZOMBI-19,"9788177663925,BBH00563",4901,MEHTA,VN1711,272,340,340,MEHTA,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00147,M:NOT WITHOUT MY DAUGHTER - 13,"9788171616732,BBH00567",4901,MEHTA,VN1704,225,250,250,MEHTA,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP18175,PRINCESS DIARIES COLLECTION (SINGLES),BBH00569,4901,Blueberry,UNDEFINED,207,230,230,BLUEBERRY,16.May.22,16.May.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00148,HARRY POTTER AND THE CHAMBER OF SECRETS,"9781408855669,BBH00572",4901,IBD,VN0203,400,499,499,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00149,GERONIMO STILTON:THE HUNT FOR THE CURIOUS CHEESE,"9789351037330,BBH00575",4901,IBD,VN4302,520,650,650,IBD,18.Jan.22,23.Jun.22,0,0
BOOKS,LITERATURE & FICTION,WP00150,M:BYCULLA TO BANGKOK,"9789351362258,BBH00579",4901,HARPERCOLLINS,UNDEFINED,319,399,399,HARPERCOLLINS,18.Jan.22,5.Sep.22,0,0
BOOKS,LITERATURE & FICTION,WP18443,ASURA:TALE OF THE VANQUISHED(MARATHI),BBH00583,4901,IBD,UNDEFINED,359,399,399,IBD,13.Jun.22,9.Jul.22,0,0
BOOKS,BUSINESS & MANAGEMENT,WP18419,COPYCAT MARKETING 101 (MARATHI),"9788182746909,BBH00593",4901,IBD,VN10197,112,125,125,IBD,10.Jun.22,8.Jul.22,0,0
BOOKS,LITERATURE & FICTION,WP00151,GO SET A WATCHMAN,"9781784752460,BBH00594",4901,IBD,UNDEFINED,320,399,399,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00152,GONE GIRL,"9781780221359,BBH00596",4901,IBD,VN0549,320,399,399,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,NON-FICTION,WP00153,ZZZ THE MODI EFFECT,"9781623659387,BBH00599",4901,WILCO INTERNATIONAL,GX2623,299,599,599,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00154,HARRY POTTER AND GOBLET OF FIRE,"9781408855683,BBH00606",4901,FUTURE,VN0205,560,699,699,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00155,HARRY POTER AND THE DEATHLY HALLOW,"9781408855713,BBH00607",4901,FUTURE,VN0208,560,699,699,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00156,HARRY POTTER AND THE PRISONER OF AZKABAN,"9781408855676,BBH00608",4901,FUTURE,VN0204,400,499,499,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00157,HARRY POTER AND THE PHILOSOPHERS STONE,"9781408855652,BBH00609",4901,FUTURE,VN0202,400,499,499,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00158,MOUNTAIN SHADOW,"9781408701614,BBH00610",4901,FUTURE,GX2589,720,899,899,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00159,NICHOLAS SPARKS:SEE ME,"9780751550016,BBH00612",4901,FUTURE,VN0521,359,399,399,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00160,FIFTY SHADES FREED,"9780099579946,BBH00614",4901,FUTURE,VN2141,449,499,499,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,PERSONAL DEVELOPMENT & SELF-HELP,WP00161,WHO MOVED MY CHESE,"9780091816971,BBH00615",4901,IBD,VN0390,160,199,199,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00162,RAINBOW ROWELL:FANGIRL,"BBH00617,9781447263227",4901,PAN MACMILLAN,VN4728,479,599,599,PAN MACMILLAN,18.Jan.22,7.Sep.22,0,0
BOOKS,LITERATURE & FICTION,WP14807,AYN RAND: WE THE LIVING,"9780451233592,BBH00620",4901,PENGUIN,VN3698,315,350,350,PENGUIN,25.Apr.22,25.Apr.22,0,0
BOOKS,CHILDREN: REFERENCE/KNOWLEDGE,WP18275,A P J KALAM & SRIJAN PAL SINGH:REIGNITED,"9780143333548,BBH00623",4901,Future,VN1782,179,199,199,FUTURE,16.May.22,16.May.22,0,0
BOOKS,REFERENCE BOOKS,WP19333,"Will Grayson, Will Grayson","9780141346113,BBH00624",4901,WILCO INTERNATIONAL,VN1638,319,319,319,WILCO INTERNATIONAL,25.Jul.22,25.Jul.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00163,PERCY JACKSON (1) :THE LIGHTNING THIEF,"9780141329994,BBH00626",4901,BLUEBERRY,VN0452,319,399,399,BLUEBERRY,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00164,TOLKIEN: TWO TOWER,"9780547928203,BBH00630",4901,ROYAL,GX1184,360,450,450,ROYAL,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00165,MAKING INDIA AWESOME,"9788129137425,BBH00635",4901,RUPA,BH1139,141,195,195,RUPA,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00166,H:HALF GIRLFRIEND - CHETAN BHAGAT (HINDI),"9788129136763,BBH00636",4901,RUPA,UNDEFINED,266,295,295,RUPA,18.Jan.22,2.Sep.22,0,0
BOOKS,NON-FICTION,WP00167,WHAT YOUNG INDIA WANTS,"9788129135544,BBH00643",4901,RUPA,VN0647,236,295,295,RUPA,18.Jan.22,18.Jan.22,0,0
BOOKS,NON-FICTION,WP00168,REVOLUTION 2020,"9788129135537,BBH00645",4901,RUPA,VN0564,200,250,250,RUPA,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00169,2 STATES THE STORY OF MY MARRIAGE,"9788129135520,BBH00646",4901,RUPA,VN1781,236,295,295,RUPA,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00170,ONE NIGHT @ THE CALL CENTER,"9788129135506,BBH00647",4901,RUPA,VN0562,200,250,250,RUPA,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00171,FIVE POINT SOMEONE (PB),"9788129135490,BBH00648",4901,RUPA,VN0561,236,295,295,RUPA,18.Jan.22,15.Jun.22,0,0
BOOKS,RELIGION/SPIRITUALITY,WP00172,SRIMAD BHAGAVAD GITA,"9788189297633,BBH00651",4901,WILCO INTERNATIONAL,UNDEFINED,297,350,350,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: REFERENCE/KNOWLEDGE,WP00173,HELLO KITTY:GUIDE TO PARTIES,"9780007365104,BBH00656",4901,WILCO INTERNATIONAL,UNDEFINED,219,399,399,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,RELIGION/SPIRITUALITY,WP00174,BHAGAVAD GITA BOOK ( SIGNATURE EDITION ),BBH00658,4901,SRINIVAS FINE ART,UNDEFINED,38750,38750,38750,SRINIVAS FINE ART,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00175,THE BESTSELLER SHE WROTE,"9789385152382,BBH00666",4901,WESTLAND,VN0614,236,295,295,WESTLAND,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00176,THE HOUSE THAT BJ BUILT,"9789385152184,BBH00667",4901,WESTLAND,VN2174,280,350,350,WESTLAND,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00177,H:AMISH:SCION OF IKSHVAKU (HINDI),"9789385152153,BBH00668",4901,WESTLAND,VN1695,315,350,350,WESTLAND,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00178,RAM:SCION OF IKSHVAKU - AMISH,"9789385152146,BBH00669,9789356290792",4901,HARPERCOLLINS,VN0613,320,399,399,HARPERCOLLINS,18.Jan.22,5.Sep.22,0,0
BOOKS,LITERATURE & FICTION,WP00179,MY CLINGY GIRLFRIEND,"9789384030896,BBH00670",4901,WESTLAND,UNDEFINED,266,295,295,WESTLAND,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00180,IT HAPPENS FOR A REASON,"9789384030742,BBH00672",4901,WESTLAND,VN3675,269,299,299,WESTLAND,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00181,MAHABHARATA QUEST:THE ALEXANDER SECRET,"9789384030599,BBH00676",4901,WESTLAND,VN0668,320,399,399,WESTLAND,18.Jan.22,18.Jan.22,0,0
BOOKS,NON-FICTION,WP20706,7 SECRETS OF THE GODDESS,"9789384030582,BBH00677",4901,Westland,VN3292,316,395,395,WESTLAND,19.Sep.22,19.Sep.22,0,0
BOOKS,NON-FICTION,WP00182,13 STEPS TO BLOODY GOOD LUCK,"9789384030575,BBH00678",4901,WESTLAND,VN0667,135,150,150,WESTLAND,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00183,THE KRISHNA KEY (MARATHI),"9789384030070,BBH00695",4901,WESTLAND,VN4410,200,250,250,WESTLAND,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00184,TAKE ME HOME : INSPIRING STORIES OF 20,"9789383260805,BBH00700",4901,IBD,VN0612,220,275,275,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,INSPIRTATIONAL/SELF-HELP,WP00185,YOU CAN WIN,"9789382951711,BBH00710",4901,BLOOMSBURY,VN0110,360,450,450,BLOOMSBURY,18.Jan.22,26.Aug.22,0,0
BOOKS,LITERATURE & FICTION,WP00186,SHIVA TRILOGY 3:THE OATH OF THE VAYUPUTRAS,"9789383260140,BBH00716,9789356290686",4901,HARPERCOLLINS,VN2915,399,499,499,HARPERCOLLINS,18.Jan.22,23.Aug.22,0,0
BOOKS,LITERATURE & FICTION,WP00187,THE ROZABAL LINE,"9789381626825,BBH00724",4901,WESTLAND,VN0607,320,399,399,WESTLAND,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00188,CHANAKYAS CHANT,"9789381626818,BBH00725",4901,WESTLAND,VN0606,320,399,399,WESTLAND,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00189,THE KRISHNA KEY,"9789381626689,BBH00728",4901,WESTLAND,VN0605,320,399,399,WESTLAND,18.Jan.22,18.Jan.22,0,0
BOOKS,INSPIRTATIONAL/SELF-HELP,WP00190,YOU CAN SELL,"9789382951940,BBH00731",4901,BLOOMSBURY,VN1518,360,450,450,BLOOMSBURY,18.Jan.22,26.Aug.22,0,0
BOOKS,LITERATURE & FICTION,WP00191,THE SECRET OF THE NAGAS,"9789381626344,BBH00732,9789356290600",4901,HARPERCOLLINS,VN0604,319,399,399,HARPERCOLLINS,18.Jan.22,26.Sep.22,0,0
BOOKS,LITERATURE & FICTION,WP00192,IMMORTALS OF MELUHA,"9781623656546,BBH00735,9789356290525",4901,HARPERCOLLINS,GX2492,319,399,399,HARPERCOLLINS,18.Jan.22,5.Sep.22,0,0
BOOKS,HEALTH & FITNESS/ YOGA,WP20707,WOMEN & THE WEIGHT LOSS TAMASHA,"9789380658339,BBH00737",4901,Westland,VN0343,399,499,499,WESTLAND,19.Sep.22,19.Sep.22,0,0
BOOKS,NON-FICTION,WP00193,MAFIA QUEENS OF MUMBAI,"9789380283777,BBH00738",4901,WESTLAND,VN0665,280,350,350,WESTLAND,18.Jan.22,18.Jan.22,0,0
BOOKS,NON-FICTION,WP18442,MY JOURNEY - TRANSFORMING DR,"9788129124913,BBH00741",4901,RUPA,VN2486,200,250,250,JAICO,10.Jun.22,29.Jun.22,0,0
BOOKS,ANIMALS/BIRDS/SEALIFE,WP00194,BINDI:WILDLIFE ADVENTURE SERIES,BBH00743,4901,WILCO INTERNATIONAL,GT9026,49,150,150,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: ACTIVITY BOOKS,WP00195,ZZZ I-QUIZ SERIES,BBH00744,4901,WILCO INTERNATIONAL,GT3644,79,150,150,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: ACTIVITY BOOKS,WP00196,COLOUR & DRAWING MANGA SERIES,BBH00747,4901,WILCO INTERNATIONAL,GT8850,49,99,99,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: EDUCATION & LEARNING,WP00197,OXFORD ; WOULD YOU BELIEVE SERIES SINGLES,"9780192731692,BBH00749",4901,WILCO INTERNATIONAL,GT8226,69,150,150,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: REFERENCE/KNOWLEDGE,WP00198,PRIDDY:MY LITTLE NOISY BOARD BOOKS,BBH00755,4901,WILCO INTERNATIONAL,GT8314,99,225,225,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: REFERENCE/KNOWLEDGE,WP00199,W:KNOWLEDGE FOR YOUNG MINDS SERIES,BBH00759,4901,WILCO INTERNATIONAL,WH0345,79,99,99,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP18115,BBH:HB:NANCY DREW MYSTERY STORIES SERIES,BBH00766,4901,Wilco International,BH0371,149,250,250,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00200,GRAPHIC CLASSICS SERIES,BBH00768,4901,WILCO INTERNATIONAL,BH0373,129,399,399,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00201,FAME SCHOOL SERIES,"9781409555612,BBH00774",4901,WILCO INTERNATIONAL,GT8841,149,299,299,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00202,BBH:ENID BLYTON:ST CLARES SERIES,BBH00784,4901,WILCO INTERNATIONAL,GT9308,159,199,199,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00203,GERI HALLIWELL:UGENIA LAVENDER SERIES,BBH00785,4901,WILCO INTERNATIONAL,GT9314,89,199,199,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00204,LOOK OUT FOR BLACK CATS,BBH00787,4901,WILCO INTERNATIONAL,GT9323,89,199,199,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00205,LITTLE SPARKLES SERIES,BBH00789,4901,WILCO INTERNATIONAL,GT9347,89,199,199,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00206,CLARE BEVAN POEMS SERIES,BBH00790,4901,WILCO INTERNATIONAL,GT9348,49,199,199,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00207,HB:POCKET PAL JOKE BOOKS,BBH00792,4901,WILCO INTERNATIONAL,HB0454,149,175,175,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00208,W:ILLUSTRATED CLASSICS: MASTERPIECES SINGLES ( S/W ),"9788188280667,BBH00793",4901,WILCO INTERNATIONAL,WH0012,60,75,75,WILCO INTERNATIONAL,18.Jan.22,15.Jun.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00209,W: TALES FROM BHAGAWAT PURANA: SINGLES,BBH00794,4901,WILCO INTERNATIONAL,WH0188,48,60,60,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00210,W:AESOPS FABLES SINGLES,BBH00795,4901,WILCO INTERNATIONAL,WH0282,54,60,60,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00211,W: 1001 ARABIAN NIGHTS SINGLES,BBH00797,4901,WILCO INTERNATIONAL,WH0401,48,60,60,WILCO INTERNATIONAL,18.Jan.22,15.Jun.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00212,FOLK TALES FROM AROUND INDIA,BBH00798,4901,WILCO INTERNATIONAL,WH0403,99,99,99,WILCO INTERNATIONAL,18.Jan.22,15.Jun.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00213,I AM READING SERIES (WITH CD),BBH00805,4901,WILCO INTERNATIONAL,WILCO ASST,99,250,250,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00214,KINGFISHER READERS SERIES,BBH00806,4901,WILCO INTERNATIONAL,WILCO ASST,49,99,99,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00215,CNB:PRIDDY:BRIGHT BABY NOISY SERIES,"9780312510947,BBH00812",4901,WILCO INTERNATIONAL,GT9229,99,250,250,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00216,ROALD DAHL SINGLES,BBH00817,4901,WILCO INTERNATIONAL,SERIES,280,350,350,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,COFFEE TABLE BOOKS,WP17299,BOMBAY HIGH COURT,"9788190060252,BBH00831",4901,WILCO INTERNATIONAL,GT3250,1600,2000,2000,WILCO INTERNATIONAL,25.Apr.22,25.Apr.22,0,0
BOOKS,GENERAL,WP00217,HAMPI:STORY IN STONE,"9788190382160,BBH00832",4901,WILCO INTERNATIONAL,GT6819,2400,3000,3000,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00218,SINGLES:FATAL ATTRACTION,"9780330421140,BBH00833",4901,WILCO INTERNATIONAL,GT4856,179,250,250,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: ACTIVITY BOOKS,WP00219,IG:BATH BOOKS SERIES (STK),BBH00846,4901,WILCO INTERNATIONAL,IG0056,199,399,399,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: REFERENCE/KNOWLEDGE,WP00220,BBH:LITTLE BOOK OF SERIES,BBH00850,4901,WILCO INTERNATIONAL,BH0715,69,199,199,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: REFERENCE/KNOWLEDGE,WP00221,BBH:LETS TALK ABOUT SERIES,BBH00851,4901,WILCO INTERNATIONAL,BH0716,69,199,199,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
